Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,Over 23 years old,2nd choice,Veterinary Nursing,daytime,Other - 11th year of schooling,133.1,Portuguese,Unknown,Unknown,Unknown,Unknown,128.2,no,no,yes,no,male,no,27,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,Change of course,2nd choice,Journalism and Communication,daytime,Secondary education,114.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Services/Security/Sales,107.4,yes,no,no,no,male,no,26,no,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,2nd choice,Journalism and Communication,daytime,Secondary education,127.0,Portuguese,Secondary Education,Accounting & Admin,Technicians,Technicians,129.8,no,no,no,no,male,no,20,no,0,6,10,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,2nd choice,Agronomy,daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers,Farmers,100.0,no,no,yes,no,male,no,28,no,4,10,19,8,11.88888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent ,4th choice,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,113.0,yes,no,no,yes,male,no,19,no,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,11.1,0.6,2.02,Graduate
single,Change of course,2nd choice,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,107.0,no,no,no,no,male,no,47,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
divorced,Over 23 years old,2nd choice,Journalism and Communication,daytime,Other - 11th year of schooling,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Administrative,Unskilled Workers,130.0,no,no,no,no,male,no,55,no,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,Dropout
single,Change of course,2nd choice,Agronomy,daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Unskilled Workers,120.0,yes,no,no,yes,male,no,39,no,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,Dropout
married,1st phase - general contingent ,2nd choice,Agronomy,daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,120.5,yes,no,yes,yes,male,no,35,no,14,17,17,14,10.64285714,1,12,12,12,12,10.66666667,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,2nd choice,Social Service,daytime,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,9th Not Completed,Student,Administrative,120.5,no,no,no,no,male,no,32,no,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,5th choice,Journalism and Communication,daytime,Secondary education,124.0,Portuguese,Degree,Other 11th,Intellectuals,Unskilled Workers,137.0,yes,no,no,yes,male,no,20,no,0,6,6,6,16.83333333,0,0,6,6,6,16.66666667,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,115.0,no,no,no,yes,male,no,36,no,0,6,8,6,13.57142857,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,2nd choice,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Armed Forces,142.7,no,no,yes,yes,male,yes,34,no,0,5,11,5,14.71428571,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,116.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Student,Intellectuals,116.7,yes,no,no,yes,male,no,21,no,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Change of course,2nd choice,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Technicians,Armed Forces,136.1,no,no,no,yes,male,yes,42,no,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout
single,Over 23 years old,2nd choice,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Skilled Workers,134.3,no,no,no,yes,male,no,25,no,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout
single,3rd phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,167.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Farmers,Skilled Workers,153.0,yes,no,no,yes,male,yes,18,no,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,132.0,no,no,no,yes,male,yes,18,no,0,6,6,5,12.0,0,0,6,6,6,12.83333333,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent ,3rd choice,Social Service,daytime,Secondary education,124.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Skilled Workers,129.6,yes,no,no,yes,male,no,19,no,0,6,10,6,11.125,0,0,6,7,6,11.85714286,0,7.6,2.6,0.32,Graduate
single,Change of course,2nd choice,Veterinary Nursing,daytime,Secondary education,110.0,Portuguese,Degree,Basic Ed 3rd Cycle,Administrative,Farmers,105.0,no,no,yes,no,male,no,34,no,2,6,13,3,11.33333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,3rd choice,Journalism and Communication,daytime,Secondary education,150.0,Portuguese,Secondary Education,Secondary Education,Administrative,Services/Security/Sales,130.8,no,no,no,yes,male,no,20,no,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,123.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Skilled Workers,Skilled Workers,119.7,no,no,no,yes,male,no,20,no,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,2nd choice,Nursing,daytime,Secondary education,152.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Unskilled Workers,132.5,no,no,no,yes,male,no,21,no,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Technicians,Armed Forces,130.0,yes,no,no,yes,male,no,19,no,0,6,9,6,12.16666667,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
single,Over 23 years old,2nd choice,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,120.0,no,no,yes,no,male,no,31,no,0,5,13,4,13.5,1,0,5,12,3,11.66666667,1,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,2nd choice,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Secondary Education,Basic Ed 1st Cycle,Administrative,Services/Security/Sales,150.0,no,no,no,yes,male,no,21,no,0,6,8,6,14.75,0,0,6,9,5,14.33333333,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,124.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,115.6,no,no,no,yes,male,yes,20,no,0,5,8,5,12.375,0,0,5,7,5,11.66666667,0,13.9,-0.3,0.79,Graduate
single,Change of course,3rd choice,Nursing,daytime,Frequency of higher education,119.1,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Armed Forces,119.1,no,no,no,yes,male,no,22,no,0,7,7,6,12.73333333,0,0,7,7,6,12.73333333,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,3rd choice,Communication Design,daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technicians,Technicians,123.5,yes,yes,no,no,male,no,19,no,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,2nd choice,Equinculture,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Other,Legislative/Executives,120.0,yes,no,yes,no,male,no,41,no,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout
single,Change of course,2nd choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Unknown,Unknown,Student,Student,110.0,yes,no,no,yes,male,no,27,no,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,2nd choice,Nursing,daytime,Secondary education,145.0,Portuguese,Secondary Education,Secondary Education,Administrative,Armed Forces,131.4,no,no,no,yes,female,no,19,no,0,7,7,7,13.44285714,0,0,8,8,7,13.77142857,0,13.9,-0.3,0.79,Dropout
single,3rd phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,141.0,Guinean,Secondary Education,Secondary Education,Administrative,Technicians,126.8,yes,no,no,yes,female,yes,20,yes,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate
single,Change of course,5th choice,Nursing,daytime,Frequency of higher education,118.9,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Unskilled Workers,118.9,yes,no,no,yes,female,yes,19,no,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
married,Over 23 years old,2nd choice,Management (evening attendance),evening,Secondary education,160.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,160.0,no,no,no,yes,female,no,35,no,0,5,5,5,11.6,0,0,5,6,5,11.16666667,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,6th choice,Journalism and Communication,daytime,Secondary education,111.0,Portuguese,Basic Ed 3rd Cycle,Other 11th,Skilled Workers,Technicians,115.9,yes,no,no,yes,female,no,22,no,0,6,7,6,13.57142857,0,0,6,7,6,15.28571429,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,3rd choice,Tourism ,daytime,Secondary education,111.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Services/Security/Sales,Skilled Workers,109.3,yes,no,no,yes,female,yes,20,no,0,6,6,6,13.83333333,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,113.9,yes,no,yes,no,female,no,18,no,0,6,7,4,11.25,0,0,6,9,4,10.85714286,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,133.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,121.8,yes,no,no,yes,female,yes,18,no,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate
single,Holders of other higher courses,2nd choice,Nursing,daytime,degree,140.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sales,140.0,no,no,no,yes,female,no,30,no,0,8,8,7,15.67571429,0,0,8,8,7,15.67571429,0,10.8,1.4,1.74,Graduate
single,3rd phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,122.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,114.7,no,no,yes,yes,female,yes,18,no,0,6,9,6,10.83333333,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Skilled Workers,Machine Operators,120.0,yes,no,no,yes,female,yes,20,no,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,108.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,107.3,no,yes,no,yes,female,yes,19,no,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,2nd choice,Veterinary Nursing,daytime,Secondary education,139.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Services/Security/Sales,Technicians,136.2,no,no,no,yes,female,no,19,no,0,5,7,5,13.0,1,0,5,7,5,13.33333333,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,3rd choice,Oral Hygiene,daytime,Secondary education,130.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Technicians,Machine Operators,119.5,yes,no,no,yes,female,yes,21,no,0,7,7,7,12.24285714,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate
single,3rd phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,133.1,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Secretaries & data ops,Assembly workers,106.0,yes,no,yes,yes,female,no,21,no,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent ,5th choice,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,124.1,yes,no,no,yes,female,no,18,no,0,6,6,6,14.16666667,0,0,6,7,6,13.42857143,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent ,4th choice,Management,daytime,Secondary education,143.0,Portuguese,Secondary Education,Secondary Education,Services/Security/Sales,Skilled Workers,133.2,yes,no,no,yes,female,yes,18,no,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate
divorced,Over 23 years old,2nd choice,Veterinary Nursing,daytime,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Other,Other,110.0,no,no,no,no,female,no,35,no,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent ,7th choice,Nursing,daytime,Secondary education,120.0,Brazilian,Secondary Education,Secondary Education,Unskilled Workers,Farmers,114.8,yes,no,no,yes,female,no,21,yes,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,130.0,yes,no,no,yes,male,yes,18,no,0,7,7,6,13.18333333,0,0,7,7,6,13.18333333,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,6th choice,Communication Design,daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Services/Security/Sales,Services/Security/Sales,122.6,yes,no,no,yes,male,no,22,no,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general contingent,2nd choice,Nursing,daytime,Secondary education,134.0,Portuguese,Basic Ed 2nd Cycle,Secondary Education,Unskilled Workers,Farmers,133.5,yes,no,no,yes,male,yes,20,no,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate
married,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Administrative,Skilled Workers,120.0,yes,no,no,yes,female,no,34,no,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate
married,Holders of other higher courses,2nd choice,Management,daytime,degree,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,120.0,no,no,no,yes,female,no,33,no,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent ,4th choice,Nursing,daytime,Secondary education,142.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,137.3,yes,no,no,yes,female,yes,22,no,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,4th choice,Tourism ,daytime,Secondary education,127.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,123.5,yes,no,no,yes,female,yes,20,no,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled
married,Over 23 years old,2nd choice,Management,daytime,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers,Armed Forces,131.8,no,no,no,yes,female,no,35,no,0,5,6,4,14.2,0,0,5,10,4,11.85714286,0,10.8,1.4,1.74,Enrolled
married,Over 23 years old,2nd choice,Management,daytime,Secondary education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Administrative,Skilled Workers,130.0,yes,no,no,no,female,no,39,no,0,5,12,3,10.66666667,2,0,5,15,3,10.66666667,0,9.4,-0.8,-3.12,Dropout
single,3rd phase - general contingent ,7th choice,Nursing,daytime,Secondary education,142.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sales,128.0,yes,no,no,no,female,no,19,no,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
divorced,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,95.0,no,no,no,yes,female,yes,36,no,0,6,10,6,11.0,0,0,6,14,3,11.33333333,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,124.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,116.0,yes,no,no,yes,female,yes,21,no,0,8,8,7,13.95714286,0,0,8,8,7,13.95714286,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,157.0,Portuguese,Degree,Basic Ed 2nd Cycle,Legislative/Executives,Services/Security/Sales,136.7,yes,no,no,yes,female,no,22,no,0,6,11,4,12.5,1,0,6,13,3,13.66666667,0,9.4,-0.8,-3.12,Enrolled
married,Over 23 years old,2nd choice,Social Service,daytime,Secondary education,126.6,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,107.5,no,no,yes,yes,female,yes,42,no,0,6,8,6,13.33333333,0,0,6,7,6,15.28571429,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,2nd choice,Informatics Engineering,daytime,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Other,Other,108.4,yes,no,no,yes,female,no,34,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,2nd choice,Journalism and Communication,daytime,Secondary education,144.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Administrative,130.7,yes,no,no,yes,female,no,20,no,0,6,9,6,11.66666667,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
married,Technological specialization diploma holders,2nd choice,Social Service (evening attendance),evening,Technological specialization course,160.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Armed Forces,155.9,no,no,no,yes,female,no,33,no,3,6,7,6,15.71428571,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,5th choice,Tourism ,daytime,Secondary education,105.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Unskilled Workers,Farmers,106.1,yes,no,no,yes,female,no,20,no,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,3rd choice,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,7th grade,8th,Student,Services/Security/Sales,128.6,yes,no,yes,yes,female,no,19,no,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate
married,Change of course,2nd choice,Management (evening attendance),evening,degree,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Administrative,140.0,no,no,yes,yes,female,no,34,no,4,10,25,5,12.2,0,3,9,18,8,12.22222222,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,138.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,145.0,yes,no,no,yes,female,no,18,no,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,2nd choice,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Farmers,Farmers,113.0,no,no,no,yes,female,yes,24,no,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,135.0,Portuguese,Basic Ed 3rd Cycle,Other 11th,Unskilled Workers,Skilled Workers,137.1,yes,no,no,yes,female,no,18,no,0,6,6,6,13.33333333,0,0,6,7,6,12.33333333,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,119.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Armed Forces,Farmers,119.7,yes,no,no,yes,female,no,20,no,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,2nd choice,Nursing,daytime,Secondary education,121.0,Portuguese,Secondary Education,Secondary Education,Administrative,Technicians,120.5,yes,no,no,yes,female,no,21,no,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate
